Question,Intent,Answer
many moonshine mar,Moon_Info,2 - Phobos and Deimos
many moon vitiate,Moon_Info,2 - Phobos and Deimos
many moon March,Moon_Info,2 - Phobos and Deimos
many moon defect,Moon_Info,2 - Phobos and Deimos
many moon mutilate,Moon_Info,2 - Phobos and Deimos
many moon impair,Moon_Info,2 - Phobos and Deimos
many moon blemish,Moon_Info,2 - Phobos and Deimos
many moon spoil,Moon_Info,2 - Phobos and Deimos
many moon deflower,Moon_Info,2 - Phobos and Deimos
many moon Mar,Moon_Info,2 - Phobos and Deimos
moon jupiter known volcanic activity,Moon_Info,Io
lunar month jupiter known volcanic activity,Moon_Info,Io
lunation jupiter known volcanic activity,Moon_Info,Io
moon on jupiter known volcanic activity,Moon_Info,Io
Moon jupiter known volcanic activity,Moon_Info,Io
moonlight jupiter known volcanic activity,Moon_Info,Io
moonshine jupiter known volcanic activity,Moon_Info,Io
daydream jupiter known volcanic activity,Moon_Info,Io
synodic month jupiter known volcanic activity,Moon_Info,Io
Sun Myung Moon jupiter known volcanic activity,Moon_Info,Io
moon around jupiter known volcanic activity,Moon_Info,Io
moon Jupiter known volcanic activity,Moon_Info,Io
moon Jove known volcanic activity,Moon_Info,Io
moon jupiter have it off volcanic activity,Moon_Info,Io
moon jupiter jazz volcanic activity,Moon_Info,Io
moon jupiter hump volcanic activity,Moon_Info,Io
moon jupiter screw volcanic activity,Moon_Info,Io
moon jupiter make out volcanic activity,Moon_Info,Io
moon jupiter know volcanic activity,Moon_Info,Io
moon jupiter sleep with volcanic activity,Moon_Info,Io
moon jupiter sleep together volcanic activity,Moon_Info,Io
moon jupiter bonk volcanic activity,Moon_Info,Io
moon jupiter get laid volcanic activity,Moon_Info,Io
moon jupiter experience volcanic activity,Moon_Info,Io
moon jupiter fuck volcanic activity,Moon_Info,Io
moon jupiter get it on volcanic activity,Moon_Info,Io
moon jupiter have sex volcanic activity,Moon_Info,Io
moon jupiter cognise volcanic activity,Moon_Info,Io
moon jupiter do it volcanic activity,Moon_Info,Io
moon jupiter roll in the hay volcanic activity,Moon_Info,Io
moon jupiter make love volcanic activity,Moon_Info,Io
moon jupiter bang volcanic activity,Moon_Info,Io
moon jupiter have intercourse volcanic activity,Moon_Info,Io
moon jupiter recognize volcanic activity,Moon_Info,Io
moon jupiter cognize volcanic activity,Moon_Info,Io
moon jupiter recognise volcanic activity,Moon_Info,Io
moon jupiter eff volcanic activity,Moon_Info,Io
moon jupiter love volcanic activity,Moon_Info,Io
moon jupiter bed volcanic activity,Moon_Info,Io
moon jupiter acknowledge volcanic activity,Moon_Info,Io
moon jupiter be intimate volcanic activity,Moon_Info,Io
moon saturn larger mercury,Moon_Info,Titan
synodic month saturn larger mercury,Moon_Info,Titan
Sun Myung Moon saturn larger mercury,Moon_Info,Titan
lunation saturn larger mercury,Moon_Info,Titan
moon around saturn larger mercury,Moon_Info,Titan
moonshine saturn larger mercury,Moon_Info,Titan
moonlight saturn larger mercury,Moon_Info,Titan
Moon saturn larger mercury,Moon_Info,Titan
lunar month saturn larger mercury,Moon_Info,Titan
moon on saturn larger mercury,Moon_Info,Titan
daydream saturn larger mercury,Moon_Info,Titan
moon Saturn larger mercury,Moon_Info,Titan
moon saturn tumid mercury,Moon_Info,Titan
moon saturn turgid mercury,Moon_Info,Titan
moon saturn bombastic mercury,Moon_Info,Titan
moon saturn magnanimous mercury,Moon_Info,Titan
moon saturn orotund mercury,Moon_Info,Titan
moon saturn great mercury,Moon_Info,Titan
moon saturn declamatory mercury,Moon_Info,Titan
moon saturn big mercury,Moon_Info,Titan
moon saturn enceinte mercury,Moon_Info,Titan
moon saturn with child mercury,Moon_Info,Titan
moon saturn large mercury,Moon_Info,Titan
moon saturn expectant mercury,Moon_Info,Titan
moon saturn gravid mercury,Moon_Info,Titan
moon saturn prominent mercury,Moon_Info,Titan
moon saturn heavy mercury,Moon_Info,Titan
moon saturn bigger mercury,Moon_Info,Titan
moon saturn larger Hg,Moon_Info,Titan
moon saturn larger hydrargyrum,Moon_Info,Titan
moon saturn larger Mercury,Moon_Info,Titan
moon saturn larger quicksilver,Moon_Info,Titan
moon saturn larger atomic number 80,Moon_Info,Titan
largest crater moon,Moon_Info,Aitken Basin
bombastic crater moon,Moon_Info,Aitken Basin
declamatory crater moon,Moon_Info,Aitken Basin
magnanimous crater moon,Moon_Info,Aitken Basin
big crater moon,Moon_Info,Aitken Basin
expectant crater moon,Moon_Info,Aitken Basin
prominent crater moon,Moon_Info,Aitken Basin
orotund crater moon,Moon_Info,Aitken Basin
heavy crater moon,Moon_Info,Aitken Basin
great crater moon,Moon_Info,Aitken Basin
enceinte crater moon,Moon_Info,Aitken Basin
with child crater moon,Moon_Info,Aitken Basin
large crater moon,Moon_Info,Aitken Basin
tumid crater moon,Moon_Info,Aitken Basin
turgid crater moon,Moon_Info,Aitken Basin
gravid crater moon,Moon_Info,Aitken Basin
largest volcanic crater moon,Moon_Info,Aitken Basin
largest Crater moon,Moon_Info,Aitken Basin
largest crater moonlight,Moon_Info,Aitken Basin
largest crater daydream,Moon_Info,Aitken Basin
largest crater lunar month,Moon_Info,Aitken Basin
largest crater moon around,Moon_Info,Aitken Basin
largest crater synodic month,Moon_Info,Aitken Basin
largest crater moonshine,Moon_Info,Aitken Basin
largest crater moon on,Moon_Info,Aitken Basin
largest crater Moon,Moon_Info,Aitken Basin
largest crater lunation,Moon_Info,Aitken Basin
largest crater Sun Myung Moon,Moon_Info,Aitken Basin
largest dwarf planet,Dwarf_Planet_Info,Pluto
prominent dwarf planet,Dwarf_Planet_Info,Pluto
turgid dwarf planet,Dwarf_Planet_Info,Pluto
enceinte dwarf planet,Dwarf_Planet_Info,Pluto
big dwarf planet,Dwarf_Planet_Info,Pluto
expectant dwarf planet,Dwarf_Planet_Info,Pluto
declamatory dwarf planet,Dwarf_Planet_Info,Pluto
bombastic dwarf planet,Dwarf_Planet_Info,Pluto
magnanimous dwarf planet,Dwarf_Planet_Info,Pluto
heavy dwarf planet,Dwarf_Planet_Info,Pluto
gravid dwarf planet,Dwarf_Planet_Info,Pluto
tumid dwarf planet,Dwarf_Planet_Info,Pluto
large dwarf planet,Dwarf_Planet_Info,Pluto
great dwarf planet,Dwarf_Planet_Info,Pluto
orotund dwarf planet,Dwarf_Planet_Info,Pluto
with child dwarf planet,Dwarf_Planet_Info,Pluto
largest gnome planet,Dwarf_Planet_Info,Pluto
largest overshadow planet,Dwarf_Planet_Info,Pluto
largest midget planet,Dwarf_Planet_Info,Pluto
largest shadow planet,Dwarf_Planet_Info,Pluto
largest nanus planet,Dwarf_Planet_Info,Pluto
largest dwarf satellite,Dwarf_Planet_Info,Pluto
largest dwarf major planet,Dwarf_Planet_Info,Pluto
known dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
recognise dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
eff dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
roll in the hay dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
screw dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
make love dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
make out dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
have a go at it dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
fuck dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
hump dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
have it off dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
have sex dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
acknowledge dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
bang dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
have intercourse dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
bed dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
do it dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
experience dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
jazz dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
love dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
have it away dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
sleep with dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
lie with dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
recognize dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
get laid dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
bonk dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
cognize dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
cognise dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
live dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
know dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
be intimate dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
get it on dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
sleep together dwarf planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
known shadow planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
known overshadow planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
known nanus planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
known midget planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
known gnome planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
known dwarf satellite solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
known dwarf major planet solar system,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
known dwarf planet solar organisation,Dwarf_Planet_Info,"Pluto, Eris, Haumea, Makemake, and Ceres"
dwarf planet located asteroid belt,Dwarf_Planet_Info,Ceres
overshadow planet located asteroid belt,Dwarf_Planet_Info,Ceres
midget planet located asteroid belt,Dwarf_Planet_Info,Ceres
nanus planet located asteroid belt,Dwarf_Planet_Info,Ceres
gnome planet located asteroid belt,Dwarf_Planet_Info,Ceres
shadow planet located asteroid belt,Dwarf_Planet_Info,Ceres
dwarf satellite located asteroid belt,Dwarf_Planet_Info,Ceres
dwarf major planet located asteroid belt,Dwarf_Planet_Info,Ceres
dwarf planet situated asteroid belt,Dwarf_Planet_Info,Ceres
dwarf planet situate asteroid belt,Dwarf_Planet_Info,Ceres
dwarf planet set asteroid belt,Dwarf_Planet_Info,Ceres
dwarf planet place asteroid belt,Dwarf_Planet_Info,Ceres
dwarf planet turn up asteroid belt,Dwarf_Planet_Info,Ceres
dwarf planet locate asteroid belt,Dwarf_Planet_Info,Ceres
dwarf planet site asteroid belt,Dwarf_Planet_Info,Ceres
dwarf planet placed asteroid belt,Dwarf_Planet_Info,Ceres
dwarf planet settle asteroid belt,Dwarf_Planet_Info,Ceres
dwarf planet located star-shaped belt,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid whack,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid bang,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid belt out,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid swath,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid smash,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid belt ammunition,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid belted ammunition,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid bash,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid whang,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid knock,Dwarf_Planet_Info,Ceres
dwarf planet located asteroid rap,Dwarf_Planet_Info,Ceres
dwarf planet farthest sun,Dwarf_Planet_Info,Eris
shadow planet farthest sun,Dwarf_Planet_Info,Eris
overshadow planet farthest sun,Dwarf_Planet_Info,Eris
nanus planet farthest sun,Dwarf_Planet_Info,Eris
midget planet farthest sun,Dwarf_Planet_Info,Eris
gnome planet farthest sun,Dwarf_Planet_Info,Eris
dwarf major planet farthest sun,Dwarf_Planet_Info,Eris
dwarf satellite farthest sun,Dwarf_Planet_Info,Eris
dwarf planet farthermost sun,Dwarf_Planet_Info,Eris
dwarf planet uttermost sun,Dwarf_Planet_Info,Eris
dwarf planet utmost sun,Dwarf_Planet_Info,Eris
dwarf planet furthermost sun,Dwarf_Planet_Info,Eris
dwarf planet furthest sun,Dwarf_Planet_Info,Eris
dwarf planet farthest sunshine,Dwarf_Planet_Info,Eris
dwarf planet farthest Sun,Dwarf_Planet_Info,Eris
dwarf planet farthest solarize,Dwarf_Planet_Info,Eris
dwarf planet farthest solarise,Dwarf_Planet_Info,Eris
dwarf planet farthest sunbathe,Dwarf_Planet_Info,Eris
dwarf planet farthest insolate,Dwarf_Planet_Info,Eris
dwarf planet farthest Lord's Day,Dwarf_Planet_Info,Eris
dwarf planet farthest sunlight,Dwarf_Planet_Info,Eris
dwarf planet farthest Dominicus,Dwarf_Planet_Info,Eris
dwarf planet farthest Sunday,Dwarf_Planet_Info,Eris
first artificial satellite,Satellite_Info,"Sputnik 1, launched by the Soviet Union in 1957"
inaugural artificial satellite,Satellite_Info,"Sputnik 1, launched by the Soviet Union in 1957"
initiatory artificial satellite,Satellite_Info,"Sputnik 1, launched by the Soviet Union in 1957"
